icao,"name",lat,lon,runways,ils,elev_ft_AMSL
KGFA,"Malmstrom Lrrs",47.50496027,-111.18802973,1,1,3526
KGFK,"Grand Forks Int'l",47.946388125,-97.1716267275,4,1,845
KGFL,"Floyd Bennett Mem",43.34165900,-73.60509500,2,1,328
KGGG,"East Texas Rgnl",32.37993510,-94.71249031,2,1,365
KGJT,"Walker Fld",39.12146650,-108.52491324,2,2,4858
KGKY,"Arlington Muni",32.66212785,-97.09844758,1,1,627
KGLD,"Renner Fld",39.371406,-101.699380166667,3,1,3656
KGLH,"Mid Delta Rgnl",33.48520475,-90.98465425,2,1,131
KGLS,"Scholes Intl At Galveston",29.26316745,-94.85623564,2,1,6
KGLW,"Glasgow Muni",37.031779,-85.953754,1,1,715
KGMU,"Greenville Downtown",34.85038765,-82.35130829,2,1,1047
KGNF,"Grenada Muni",33.8319315,-89.79781875,2,1,208
KGNV,"Gainesville Rgnl",29.68663200,-82.27225500,2,1,152
KGON,"Groton New London",41.33233544,-72.04584963,2,1,8
KGPI,"Glacier Park Intl",48.311132466,-114.253188746,2,1,2977
KGPT,"Gulfport Biloxi Intl",30.40116089,-89.07385327,3,2,27
KGRB,"Austin Straubel Intl",44.49177600,-88.12747200,3,2,694
KGRF,"Gray Aaf",47.079218,-122.580783,1,1,302
KGRI,"Central Nebraska Rgnl",40.97089168,-98.31831723,2,1,1847
KGRK,"Robert Gray Aaf",31.067239,-97.828928,1,1,1015
KGRR,"Gerald R Ford Intl",42.88410062,-85.52939999,3,3,793
KGSB,"Seymour Johnson Afb",35.34404000,-77.95980100,1,2,110
KGSO,"Piedmont Triad Intl",36.10094142,-79.94115155,3,4,926
KGSP,"Greenville Spartanburg Intl",34.895671,-82.2188585,1,2,963
KGTB,"Wheeler Sack Aaf",44.0543185,-75.719689,3,1,690
KGTF,"Great Falls Intl",47.48084000,-111.35958000,3,1,3677
KGTR,"Golden Triangle Rgnl",33.45089991,-88.58841351,1,1,264
KGUC,"Gunnison Crested Butte Rgnl",38.53910400,-106.93057300,2,1,7678
KGUP,"Gallup Muni",35.51205400,-108.78930700,1,1,6472
KGUS,"Grissom Arb",40.6480835,-86.152111,1,1,812
KGVL,"Gainsville - Lee Gilmer Mem",34.27259975,-83.82989875,2,1,1275
KGVQ,"Genesee Co",43.031757,-78.1696555,1,1,913
KGVT,"Majors",33.068713,-96.06349375,2,1,535
KGVW,"Richards-gebaur Memorial",38.84402861,-94.56037223,1,1,1090
KGWB,"De Kalb Co",41.3071625,-85.06435,1,1,880
KGWO,"Greenwood Leflore",33.4955003333333,-90.083048,3,1,162
KGXY,"Greeley Weld Co",40.4333126666667,-104.6317235,3,1,4697
KGYH,"Donaldson Center",34.75669247,-82.37482344,1,1,955
KGYI,"Grayson Co",33.7146848333333,-96.6751696666667,3,1,749
KGYY,"Gary Chicago Intl",41.6164215,-87.4135725,2,1,592
KHDC,"Hammond Northshore Rgnl",30.52169075,-90.41847025,2,1,45
KHDN,"Yampa Valley",40.481179,-107.2176625,1,1,6602
KHEF,"Manassas Rgnl",38.72101600,-77.51930200,2,1,192
KHEZ,"Hardy Anders Fld Natchez Adams Co",31.6135925,-91.297134,2,1,272
KHFD,"Hartford Brainard",41.73509600,-72.65179440,2,1,18
KHGR,"Hagerstown Rgnl Richard A Henson Fld",39.7081048,-77.7273002533333,2,1,704
KHHR,"Jack Northrop Fld Hawthorne Muni",33.92340590,-118.33700204,1,1,66
KHIB,"Chisholm Hibbing",47.3872635,-92.83978125,2,2,1353
KHIE,"Mount Washington Rgnl",44.3675545,-71.5458095,1,1,1074
KHIF,"Hill Afb",41.12281851,-111.97730294,1,1,4789
KHIO,"Portland Hillsboro",45.540082,-122.94967977,2,1,204
KHKS,"Hawkins Fld",32.33437025,-90.222089,2,1,342
KHKY,"Hickory Rgnl",35.74330902,-81.38847314,2,1,1189
KHLG,"Wheeling Ohio Co",40.175028,-80.64620625,2,1,1195
KHLN,"Helena Rgnl",46.60273200,-111.98305000,3,1,3877
KHMN,"Holloman Afb",32.8521116666667,-106.109119166667,3,2,4093
KHOB,"Lea Co Rgnl",32.687685875,-103.217001875,4,1,3661
KHON,"Huron Rgnl",44.3849535,-98.22809375,2,1,1289
KHOP,"Campbell Aaf",36.67090865,-87.50409146,3,1,573
KHOT,"Memorial Fld",34.48245413,-93.09563798,2,1,540
KHOU,"William P Hobby",29.64533765,-95.28798033,4,2,45
KHPN,"Westchester Co",41.06326344,-73.71004500,2,1,439
KHQM,"Bowerman",46.971196,-123.9365635,1,1,18
KHQU,"Thomson Mcduffie Co",33.5297135,-82.516464,1,1,498
KHQZ,"Mesquite Metro",32.7469625,-96.530419,1,1,447
KHRL,"Valley Intl",26.22644916,-97.66152098,3,1,36
KHRO,"Boone Co",36.2615165,-93.154732,1,1,1365
KHRT,"Hurlburt Fld",30.428918,-86.6888015,1,1,38
KHSA,"Stennis Intl",30.36958709,-89.45132193,1,1,22
KHSD,"Sundance Airpark",35.60151903,-97.70742473,1,1,1193
KHSP,"Ingalls Fld",37.9514525,-79.8338885,1,1,3792
KHST,"Homestead Arb",25.49146800,-80.38828300,1,1,6
KHSV,"Huntsville Intl Carl T Jones Fld",34.64682000,-86.77239200,2,4,629
KHTS,"Tri State Milton J Ferguson Fld",38.36912400,-82.55576100,2,2,828
KHUF,"Terre Haute Intl Hulman Fld",39.4521838333333,-87.3075853333333,3,1,589
KHUM,"Houma Terrebonne",29.56545837,-90.66454364,2,1,10
KHUT,"Hutchinson Muni",38.06516600,-97.86601300,3,1,1543
KHVC,"Hopkinsville Christian Co",36.856972,-87.455068,1,1,564
KHVN,"Tweed New Haven",41.26571270,-72.88489530,2,1,14
KHWD,"Hayward Executive",37.66268849,-122.12127955,2,1,52
KHWV,"Brookhaven",40.81924800,-72.86627200,2,1,81
KHWY,"Warrenton Fauquier",38.587973,-77.7124175,1,1,337
KHXD,"Hilton Head",32.22640007,-80.69477182,1,1,19
KHYA,"Barnstable Muni Boardman Polando Fld",41.66631174,-70.28575730,2,2,55
KHYI,"San Marcos Muni",29.8928156666667,-97.8626986666667,3,1,597
KHYR,"Sawyer Co",46.02482775,-91.44432075,2,1,1216
KHZL,"Hazleton Muni",40.986782,-75.994893,1,1,1603
KHZR,"False River Rgnl",30.718318,-91.47866,1,1,39
KIAB,"Mc Connell Afb",37.62707500,-97.27169800,2,2,1371
KIAD,"Washington Dulles Intl",38.94295684,-77.44776100,4,4,313
KIAG,"Niagara Falls Intl",43.1064573333333,-78.9448026666667,3,1,589
KIAH,"Houston George Bush Int",29.98415200,-95.32804900,5,5,97
KICT,"Wichita Mid Continent",37.65323448,-97.42734039,3,4,1333
KIDA,"Kida",43.51535273,-112.06766686,2,1,4744
KIDP,"Independence Muni",37.15873675,-95.7789425,2,1,825
KIER,"Natchitoches Rgnl",31.73553700,-93.09540600,2,1,121
KIJD,"Windham",41.74154922,-72.18096132,3,1,247
KIKV,"Ankeny Rgnl",41.69153875,-93.5664305,2,1,910
KILE,"Skylark Fld",31.0858225,-97.6865055,1,1,848
KILG,"New Castle",39.67742100,-75.60002300,3,1,79
KILM,"Wilmington Intl",34.26592900,-77.89878600,2,3,32
KILN,"Airborne Airpark",39.42762425,-83.7915805,2,1,1077
KIMT,"Ford",45.81800375,-88.11493325,2,1,1182
KIND,"Indianapolis Intl",39.70898284,-86.30441087,3,3,797
KINL,"Falls Intl",48.56560557,-93.402295095,2,2,1185
KINT,"Smith Reynolds",36.13707624,-80.22836967,2,1,969
KIPJ,"Lincolnton Lincoln Co Rgnl",35.4833295,-81.1611905,1,1,875
KIPT,"Williamsport Rgnl",41.24488400,-76.91820800,2,1,529
KISM,"Kissimmee Gateway",28.29338100,-81.43699600,2,1,82
KISN,"Sloulin Fld Intl",48.17745725,-103.64190025,2,1,1982
KISO,"Kinston Rgnl Jetport At Stallings Fld",35.3287633333333,-77.616455,3,1,93
KISP,"Long Island Mac Arthur",40.78954562,-73.10223950,4,1,99
KITH,"Ithaca Tompkins Rgnl",42.49102707,-76.46197394,2,1,1099
KIWA,"Williams Gateway",33.30436838,-111.66701991,3,1,1382
KIWD,"Gogebic Iron Co",46.527551,-90.1313445,1,1,1230
KIXD,"New Century Aircenter",38.83614054,-94.89489608,2,1,1087
KJAC,"Jackson Hole",43.60790165,-110.74221227,1,1,6451
KJAN,"Jackson Evers Intl",32.3111775,-90.07589225,2,2,346
KJAX,"Jacksonville Intl",30.49322754,-81.68283847,2,3,30
KJBR,"Jonesboro Muni",35.8310565,-90.6472435,2,1,262
KJEF,"Jefferson City Mem",38.59451300,-92.15673800,2,1,549
KJFK,"John F Kennedy Intl",40.64244691,-73.78112251,4,4,13
KJHW,"Chautauqua Co Jamestown",42.15613140,-79.25429279,2,1,1723
KJKA,"Jack Edwards",30.289316,-87.67298175,2,1,17
KJLN,"Joplin Rgnl",37.1510818333333,-94.4979818333333,3,2,981
KJMS,"Jamestown Rgnl",46.929741,-98.67821825,2,1,1498
KJNX,"Johnston Co",35.540832,-78.3902775,1,1,165
KJQF,"Concord Rgnl",35.38562289,-80.71239710,1,1,690
KJST,"John Murtha Johnstown Cambria Co",40.3162133333333,-78.8336985,3,1,2284
KJVL,"Southern Wisconsin Rgnl",42.62429000,-89.04159600,3,2,808
KJVY,"Clark Rgnl",38.36416600,-85.74158500,2,1,474
KJXN,"Jackson Co Reynolds Fld",42.25631575,-84.46014676,2,1,1001
KJYO,"Leesburg Executive",39.07896800,-77.55749500,1,1,389
KJZI,"Charleston Executive",32.70595600,-80.00363200,2,1,17
KLAF,"Purdue University Airport",40.41507100,-86.93277300,2,1,605
KLAL,"Lakeland Linder Rgnl",27.99232093,-82.01416650,2,1,142
KLAN,"Capital City",42.7790626866667,-84.5863897066667,3,2,861
KLAS,"Mc Carran Intl",36.08274122,-115.14726120,4,3,2141
KLAW,"Lawton Fort Sill Rgnl",34.57636541,-98.42138146,1,1,1109
KLAX,"Los Angeles Intl",33.94401944,-118.40377374,4,4,126
KLBB,"Lubbock Preston Smith Intl",33.6615568333333,-101.8206835,3,2,3282
KLBE,"Arnold Palmer Rgnl",40.27469426,-79.40483083,2,1,1185
KLBF,"North Platte Regional Airport Lee Bird",41.13235100,-100.69818900,2,1,2776
KLBL,"Liberal Muni",37.04501700,-100.95178200,2,1,2885
KLBT,"Lumberton Muni",34.6104805,-79.0583365,3,1,126
KLBX,"Brazoria Co",29.10873545,-95.46218632,1,1,25
KLCH,"Lake Charles Rgnl",30.12481871,-93.22160078,2,1,15
KLCI,"Laconia Muni",43.57001500,-71.42083700,1,1,545
KLCK,"Rickenbacker Intl",39.8152135,-82.9239226666667,3,2,744
KLEB,"Lebanon Muni",43.626009,-72.30422625,2,1,603
KLEW,"Auburn Lewiston Muni",44.04846525,-70.28325,2,1,288
KLEX,"Lexington Blue Grass",38.03749900,-84.59695300,2,2,979
KLFI,"Langley Afb",37.07842084,-76.35760694,1,1,11
KLFK,"Angelina Co",31.23189200,-94.75426500,2,1,296
KLFT,"Lafayette Rgnl",30.20333487,-91.99520300,3,2,42
KLGA,"La Guardia",40.77555682,-73.87457894,2,2,22
KLGB,"Long Beach/daugherty Field",33.81191924,-118.15015243,5,1,60
KLGC,"Lagrange Callaway",33.0089435,-85.072643,2,1,693
KLHC,"Arlington Municipal",35.28303874,-89.67276486,1,1,312
KLHM,"Lincoln Rgnl Karl Harder Fld",38.9091625,-121.3513375,1,1,121
KLHQ,"Fairfield Co",39.75377992,-82.66024394,1,1,868
KLIT,"Little Rock Adams Field",34.7294151666667,-92.2254815,3,3,262
KLMT,"Klamath Falls",42.15977900,-121.72860000,3,1,4095
KLNK,"Lincoln",40.8522658333333,-96.7577695,3,2,1219
KLNP,"Lonesome Pine",36.987518,-82.5299975,1,1,2684
KLNR,"Tri Co Rgnl",43.21133975,-90.181624,2,1,717
KLNS,"Lancaster",40.12491700,-76.29716900,2,1,403
KLOT,"Lewis University",41.60672000,-88.08152800,2,1,680
KLOZ,"London Corbin Arpt Magee Fld",37.0868805,-84.0773945,1,1,1212
KLPR,"Lorain Co Rgnl",41.33947782,-82.17698287,1,1,793
KLRD,"Laredo Intl",27.54079118,-99.46876196,3,1,507
KLRF,"Little Rock Afb",34.91851375,-92.14287375,2,1,311
KLRU,"Las Cruces Intl",32.2891288333333,-106.921991166667,3,1,4456
KLSE,"La Crosse Muni",43.8788154333333,-91.2562055466667,3,1,653
KLSF,"Lawson Aaf",32.331782,-84.9871555,1,1,232
KLSV,"Nellis Afb",36.23527145,-115.02704620,2,1,1870
KLTS,"Altus Afb",34.6706,-99.2662953333333,3,3,1382
KLUF,"Luke Afb",33.534975,-112.383177,2,2,1084
KLUK,"Cincinnati Muni Lunken Fld",39.10726236,-84.42292445,3,1,483
KLVK,"Livermore Muni",37.69587590,-121.81766283,2,1,400
KLVN,"Airlake",44.627858,-93.228097,1,1,960
KLWB,"Greenbrier Valley",37.85654280,-80.40452380,1,1,2302
KLWC,"Lawrence Muni",39.01099975,-95.21666175,2,1,832
KLWM,"Lawrence Muni",42.71730000,-71.12314600,2,1,148
KLWS,"Lewiston Nez Perce Co",46.37618300,-117.00916300,2,1,1438
KLYH,"Lynchburg Rgnl Preston Glenn Fld",37.327326705,-79.200142945,2,1,938
KLZU,"Gwinnett Co Briscoe Fld",33.97668835,-83.96018537,1,1,1061
KMAC,"Macon Downtown",32.82213875,-83.56181375,2,1,437
KMAF,"Midland Intl",31.9413665,-102.2007965,4,1,2871
KMBS,"Mbs Intl",43.52646300,-84.08277100,2,1,668
KMCB,"Mc Comb Pike Co John E Lewis Fld",31.1784345,-90.4718585,1,1,413
KMCC,"Mc Clellan Afld",38.6676375,-121.4006,1,1,75
KMCE,"Merced Muni Macready Fld",37.2847275,-120.51388708,1,1,156
KMCF,"Macdill Afb",27.849339,-82.5212135,1,2,14
KMCI,"Kansas City Intl",39.29791019,-94.71583938,3,5,1026
KMCK,"Mc Cook Rgnl",40.20564825,-100.59238709,3,1,2583
KMCN,"Middle Georgia Rgnl",32.69297625,-83.64867375,2,1,354
KMCO,"Orlando Intl",28.42665000,-81.30801200,4,6,96
KMCW,"Mason City Muni",43.157618,-93.331577,2,1,1213
KMDH,"Southern Illinois",37.7782835,-89.253087,3,1,411
KMDQ,"Madison Co Executive",34.861407,-86.5574735,1,1,756
KMDT,"Harrisburg Intl",40.1931905,-76.7626195,1,1,310
KMDW,"Chicago Midway Intl",41.77993800,-87.75277700,5,2,620
KMEB,"Laurinburg Maxton",34.790247,-79.3664415,2,1,220
KMEI,"Key Fld",32.33341175,-88.7507385,2,1,297
KMEM,"Memphis Intl",35.04266625,-89.97662525,4,8,341
KMER,"Castle",37.36981633,-120.56722150,1,1,191
KMEZ,"Mena Intermountain Muni",34.54566725,-94.203092,2,1,1079
KMFD,"Mansfield Lahm Rgnl",40.81563523,-82.51430781,2,1,1297
KMFE,"Mc Allen Miller Intl",26.17865993,-98.23845311,2,1,106
KMFR,"Rogue Valley Intl Medford",42.36966700,-122.87407700,2,1,1335
KMFV,"Accomack County",37.6468499,-75.76101861,1,1,47
KMGE,"Dobbins Arb",33.915275,-84.516347,1,2,1068
KMGJ,"Orange Co",41.51341600,-74.26649500,2,1,365
KMGM,"Montgomery Rgnl",32.29524637,-86.39795822,2,2,221
KMGW,"Morgantown Muni Walter L Bill Hart Fld",39.642606,-79.9157735,2,1,1248
KMGY,"Dayton Wright Brothers",39.58816330,-84.22928518,1,1,957
KMHE,"Mitchell Muni",43.774855,-98.038202,2,1,1304
KMHK,"Manhattan Rgnl",39.141466,-96.6705985,2,1,1057
KMHR,"Sacramento Mather",38.55348929,-121.28765328,2,1,96
KMHT,"Manchester",42.92827500,-71.44193800,2,2,241
KMIA,"Miami Intl",25.79359397,-80.29976971,4,7,8
KMIB,"Minot Afb",48.415761,-101.358036,1,1,1668
KMIE,"Delaware Co Johnson Fld",40.2423005,-85.3968615,2,1,937
KMIV,"Millville Muni",39.36787,-75.07226,2,1,85
KMJX,"Robert J Miller Air Park",39.92726861,-74.29730812,1,1,82
KMKC,"Charles B Wheeler Downtown",39.12273711,-94.59815015,2,2,759
KMKE,"General Mitchell Intl",42.94784900,-87.90634200,5,2,723
KMKG,"Muskegon Co",43.1700173333333,-86.2382213333333,3,2,628
KMKJ,"Mountain Empire",36.894849,-81.349946,1,1,2558
KMKL,"Mc Kellar Sipes Rgnl",35.60050225,-88.915516,2,1,434
KMKT,"Mankato Rgnl",44.22150148,-93.92133335,2,1,1020
KMLB,"Melbourne Intl",28.09898200,-80.64385200,3,1,33
KMLC,"Mc Alester Rgnl",34.8824,-95.7834735,1,1,770
KMLI,"Quad City Intl",41.4484013333333,-90.5070515,3,1,590
KMLU,"Monroe Rgnl",32.5106811666667,-92.03765,3,1,79
KMML,"Southwest Minnesota Rgnl Marshall",44.45154073,-95.82318939,2,1,1180
KMMT,"Mc Entire Angs",33.9241063333333,-80.8000723333333,3,1,252
KMMU,"Morristown Municipal Airport",40.79802670,-74.42641543,2,1,187
KMMV,"Mc Minnville Muni",45.19919716,-123.13888331,2,1,163
KMNM,"Menominee Marinette Twin Co",45.12637125,-87.6385515,2,1,625
KMNN,"Marion Muni",40.6165645,-83.0634645,2,1,993
KMOB,"Mobile Rgnl",30.69380800,-88.24607100,2,2,219
KMOD,"Modesto City-co-harry Sham Field",37.62841504,-120.95439635,2,1,97
KMOR,"Moore-murrell",36.1792945,-83.3755595,1,1,1313
KMOT,"Minot Intl",48.2576825,-101.27800775,2,1,1716
KMPV,"Edward F Knapp State",44.20446014,-72.561712535,2,1,1165
KMQJ,"Mt Comfort",39.84428125,-85.8963985,2,1,862
KMQT,"Marquette County",46.53414715,-87.56088763,2,1,1419
KMQY,"Smyrna",36.00677281,-86.50847391,2,1,543
KMRB,"Eastern Wv Rgnl Shepherd Fld",39.40485071,-77.98947392,1,1,557
KMRC,"Maury Co",35.55384225,-87.178507,2,1,681
KMRH,"Michael J Smith Fld",34.7335226666667,-76.6605805,3,1,11
KMRN,"Foothills Rgnl",35.8202335,-81.611411,1,1,1270
KMRY,"Monterey Peninsula",36.58746335,-121.85313484,2,1,257
KMSL,"Northwest Alabama Rgnl",34.74534125,-87.611372,2,1,550
KMSN,"Dane Co Rgnl Truax Fld",43.13903716,-89.34637086,3,3,887
KMSO,"Missoula Intl",46.91778300,-114.08300900,2,1,3205
KMSP,"Minneapolis St Paul Intl",44.88727600,-93.22206900,4,5,841
KMSS,"Massena Intl Richards Fld",44.93581825,-74.845686,2,1,215
KMSV,"Sullivan Co Intl",41.70165,-74.795014,1,1,1403
KMSY,"Louis Armstrong New Orleans Intl",29.98414812,-90.25900207,2,2,3
KMTC,"Selfridge Angb",42.613882,-82.8369135,1,1,580
KMTJ,"Montrose Rgnl",38.50874625,-107.89450275,2,1,5759
KMTN,"Martin State",39.32920800,-76.42114300,1,1,22
KMTO,"Coles Co Mem",39.4779773333333,-88.2822671666667,3,1,722
KMTV,"Martinsville - Blue Ridge",36.63202700,-80.01567800,1,1,941
KMTW,"Manitowoc Co",44.12909425,-87.6802155,2,1,651
KMUO,"Mountain Home Afb",43.03897475,-115.8693505,2,2,2996
KMVN,"Mount Vernon",38.32325,-88.85871325,2,1,480
KMVY,"Marthas Vineyard",41.38918100,-70.61294500,3,1,68
KMWA,"Williamson Co Rgnl",37.753878,-89.010614,2,1,472
KMWC,"Lawrence J Timmerman",43.10920909,-88.02919461,4,1,745
KMWH,"Grant Co Intl",47.2106244,-119.3210395,5,1,1185
KMWL,"Mineral Wells",32.781616,-98.060761,2,1,974
KMWO,"Hook Fld Muni",39.52929475,-84.39305569,2,1,650
KMXF,"Maxwell Afb",32.3837525,-86.36532725,2,1,171
KMYF,"Montgomery Fld",32.81697155,-117.13529789,3,1,427
KMYJ,"Mexico Mem",39.15755275,-91.81883125,2,1,823
KMYR,"Myrtle Beach Intl",33.68323675,-78.93390726,1,2,24
KMYV,"Yuba Co",39.097957,-121.56958125,2,1,62
KMZZ,"Marion Municipal",40.49160010,-85.67439124,2,1,859
KNBG,"New Orleans Nas Jrb",29.8250625,-90.02670075,2,1,3
KNCA,"New River Mcas",34.71058300,-77.44245100,2,1,26
KNDZ,"Whiting Fld Nas South",30.70018975,-87.013210375,4,1,177
KNEW,"Lakefront",30.04212842,-90.02577317,3,1,7
KNFW,"Fort Worth Nas Jrb",32.769186,-97.4415335,1,2,650
KNGP,"Corpus Christi Nas",27.692657375,-97.28999925,4,1,19
KNKT,"Cherry Point Mcas",34.90284000,-76.88636000,4,1,29
KNKX,"Miramar Mcas",32.8679903333333,-117.138758666667,3,1,478
KNMM,"Meridian Nas",32.5531396666667,-88.5545336666667,3,1,317
KNOG,"Orange Grove Nalf",27.89680425,-98.04356025,2,1,257
KNPA,"Pensacola Nas",30.34814100,-87.31545300,3,1,28
KNQA,"Millington Muni",35.34988388,-89.86955767,1,1,320
KNQI,"Kingsville Nas",27.504495,-97.80830175,4,1,50
KNSI,"San Nicolas Island Nolf",33.2397805,-119.458197,1,1,506
KNTD,"Point Mugu",34.11725186,-119.11276615,2,1,13
KNUQ,"Moffett Federal Afld",37.41276700,-122.05392400,2,1,33
KNUW,"Whidbey Island Nas",48.35180275,-122.65590725,2,1,47
KNYL,"Yuma",32.65802841,-114.59505953,4,1,213
KOAJ,"Albert J Ellis",34.8291585,-77.612142,1,1,94
KOAK,"Metro Oakland Intl",37.71255495,-122.21441137,4,3,9
KOCF,"Ocala Intl Jim Taylor Fld",29.17622000,-82.22003900,2,1,89
KOCH,"A L Mangham Jr Rgnl",31.5777705,-94.710129,1,1,355
KOFF,"Offutt Afb",41.119322,-95.9082195,1,1,1052
KOFK,"Karl Stefan Mem",41.98495243,-97.43018621,2,1,1573
KOFP,"Hanover Co Muni",37.708939,-77.4366415,1,1,208
KOGD,"Ogden Hinckley",41.1959197533333,-112.012476333333,3,1,4473
KOJC,"Olathe - Johnson Co Exec",38.84804533,-94.74112493,1,2,1096
KOKC,"Will Rogers World",35.39811781,-97.60027589,4,2,1295
KOKK,"Kokomo Muni",40.528239155,-86.058738005,2,1,830
KOKM,"Okmulgee Rgnl",35.665241,-95.95010175,2,1,720
KOKV,"Winchester Rgnl",39.14352723,-78.14445507,1,1,727
KOLE,"Cattaraugus Co Olean",42.241779,-78.37119275,2,1,2135
KOLM,"Olympia",46.97361753,-122.90866627,2,1,209
KOLU,"Columbus Muni",41.44379708,-97.34329578,2,1,1444
KOLV,"Olive Branch",34.9787525,-89.78685,1,1,402
KOMA,"Eppley Airfield",41.30067335,-95.89883572,3,6,984
KONA,"Winona Muni Max Conrad Fld",44.07613275,-91.7070295,2,1,656
KONP,"Newport Muni",44.57628598,-124.06364149,2,1,160
KONT,"Ontario Intl",34.05127241,-117.59909293,2,2,944
KOPF,"Opa Locka",25.91040935,-80.27288540,3,3,8
KOPN,"Thomaston Upson Co",32.955003,-84.2641165,1,1,798
KOQU,"Quonset State",41.5970861883333,-71.4107014383333,4,1,18
KORD,"Chicago Ohare Intl",41.9820702575,-87.90358304125,7,9,668
KORF,"Norfolk Intl",36.88993700,-76.19610100,2,1,26
KORH,"Worcester Rgnl",42.26722725,-71.8751655,2,1,1009
KORL,"Orando Executive",28.54385600,-81.32892623,2,1,112
KOSC,"Oscoda Wurtsmith",44.451557,-83.394054,1,1,634
KOSH,"Wittman Rgnl",43.98086700,-88.56250800,4,1,808
KOSU,"Ohio State University",40.07510680,-83.07106500,4,1,905
KOTH,"North Bend Muni",43.41699200,-124.24719200,3,1,17
KOTM,"Ottumwa Industrial",41.10668875,-92.44791675,2,1,845
KOUN,"University Of Oklahoma Westheimer",35.24539232,-97.472102655,2,2,1182
KOWA,"Owatonna Degner Rgnl",44.1234,-93.260618,1,1,1146
KOWB,"Owensboro Daviess Co",37.74644900,-87.16309400,2,1,406
KOWD,"Norwood Mem",42.18552000,-71.17499500,2,1,49
KOXC,"Waterbury Oxford",41.478282,-73.1351875,1,1,726
KOXR,"Oxnard",34.19844729,-119.20709098,1,1,43
KOZR,"Cairns Aaf",31.2774635,-85.713197,3,1,301
KPAE,"Snohomish Co",47.90907204,-122.27896241,3,1,606
KPAH,"Barkley Rgnl",37.06032,-88.77288275,2,1,410
KPAM,"Tyndall Afb",30.06861300,-85.58278700,2,2,18
KPBF,"Grider Fld",34.1745155,-91.9356025,1,1,206
KPBG,"Plattsburgh Intl",44.6509375,-73.46811604,1,1,233
KPBI,"Palm Beach Intl",26.67948000,-80.09986900,3,1,19
KPBX,"Pike Co Hatcher Fld",37.562211,-82.565516,2,1,1473
KPDK,"Dekalb Peachtree",33.87651326,-84.30421330,4,1,1003
KPDT,"Eastern Oregon Rgnl At Pendleton",45.695116,-118.841132,3,1,1497
KPDX,"Portland Intl",45.5888388333333,-122.597259166667,3,3,30
KPFN,"Panama City Bay Co Intl",30.21375500,-85.68228900,2,1,20
KPGV,"Pitt Greenville",35.63325800,-77.38147100,3,1,27
KPHF,"Newport News Williamsburg Intl",37.13168500,-76.50079000,2,1,43
KPHL,"Philadelphia Intl",39.86538105,-75.23305929,4,4,36
KPHX,"Phoenix Sky Harbor Intl",33.43559000,-112.00559800,3,3,1135
KPIA,"Greater Peoria Rgnl",40.66403675,-89.6924735,2,2,660
KPIB,"Hattiesburg Laurel Rgnl",31.4671455,-89.337058,1,1,297
KPIE,"St Petersburg Clearwater Intl",27.910411125,-82.687528875,4,2,10
KPIH,"Pocatello Rgnl",42.909695,-112.59686375,2,1,4452
KPIR,"Pierre Rgnl",44.382695,-100.2859715,2,1,1742
KPIT,"Pittsburgh Intl",40.49466971,-80.23783597,4,3,1204
KPKB,"Mid Ohio Valley Rgnl",39.344629,-81.4393,2,1,858
KPKD,"Park Rapids Muni Konshok Fld",46.9003075,-95.073037,2,1,1443
KPLN,"Pellston Rgnl Arpt Of Emmet Co",45.57106925,-84.796602,2,1,720
KPMD,"Palmdale Rgnl Usaf Plt 42",34.62938675,-118.0845505,2,1,2543
KPMP,"Pompano Beach Airpark",26.24579000,-80.11769100,3,1,19
KPNC,"Ponca City Rgnl",36.72979700,-97.10177600,2,1,1007
KPNE,"Northeast Philadelphia",40.0815485,-75.010514,2,1,121
KPNS,"Pensacola Rgnl",30.47452700,-87.18816400,2,2,121
KPOB,"Pope Afb",35.17057400,-79.00940700,2,1,217
KPOC,"Brackett Field",34.09315850,-117.78217446,2,1,1011
KPOF,"Poplar Bluff Muni",36.7739345,-90.3248555,1,1,331
KPOU,"Poughkeepsie - Dutchess Co",41.6266005,-73.88433822,3,1,165
KPQI,"Northern Maine Rgnl At Presque Isle",46.68870775,-68.044263,2,1,534
KPQL,"Trent Lott Intl",30.462782,-88.529228,1,1,17
KPRC,"Prescott Ernest A. Love Field",34.65181000,-112.41921200,3,1,5042
KPSB,"Mid State",40.884257,-78.0873465,2,1,1948
KPSC,"Tri Cities",46.26005850,-119.11564844,3,1,410
KPSF,"Pittsfield Muni",42.42686225,-73.292681,2,1,1194
KPSK,"New River Valley",37.137346,-80.6784835,1,1,2105
KPSM,"Portsmouth Intl At Pease",43.08431223,-70.81881091,1,1,100
KPTK,"Oakland Co Intl",42.66274145,-83.41811196,4,1,980
KPTN,"Harry P Williams Mem",29.7108195,-91.3397125,1,1,8
KPTW,"Heritage Field",40.24172069,-75.55560357,1,1,309
KPUB,"Pueblo Mem",38.290566375,-104.495728625,4,2,4726
KPUC,"Carbon Co",39.6135046666667,-110.7516285,3,1,5957
KPUJ,"Paulding Northwest Atlanta",33.912043,-84.9406194,1,1,1289
KPVC,"Provincetown Muni",42.07595800,-70.21797200,1,1,8
KPVD,"Theodore Francis Green State",41.72086381,-71.42431041,2,2,55
KPVU,"Provo Municipal",40.21899875,-111.72329375,2,1,4497
KPWA,"Wiley Post",35.53471173,-97.647407865,4,1,1299
