icao,"name",lat,lon,runways,ils
MYGF,"Grand Bahama Intl",26.55609851,-078.69252824,1,1
MYNN,"Nassau Intl",25.04186424,-077.47119179,2,1
N66,"Oneonta Muni",42.524767,-75.0644605,1,1
NCRG,"Rarotonga Intl",-21.202739,-159.8055555,1,2
NFFN,"Nadi Intl",-17.75879500,177.44638900,2,1
NSFA,"Faleolo International",-13.83219978,-171.99857018,1,1
NSTU,"Pago Pago",-14.32885720,-170.71294794,2,1
NTAA,"Faaa",-17.55377100,-149.61171955,1,1
NVVV,"Bauerfield",-17.69803600,168.32106600,1,1
NWWW,"Noumea La Tontouta",-22.01719871,166.22159093,1,1
NZAA,"Auckland International",-37.00640500,174.78871200,2,4
NZCH,"Christchurch Intl",-43.48845917,172.54027354,3,2
NZDN,"Dunedin",-45.92446500,170.19888300,1,2
NZOH,"Ohakea",-40.20041436,175.37967038,3,2
NZWN,"Wellington Intl",-41.32088919,174.80413774,1,2
NZWP,"Whenuapai",-36.78971100,174.62815900,4,2
OAKB,"Kabul Intl",34.56098593,069.21198700,1,1
OBBI,"Bahrain Intl",26.26667020,050.63337330,2,2
OBBS,"Shaikh Isa",25.9183665,50.59055,1,1
OEAB,"Abha",18.2403775,42.656633,1,1
OEAH,"Al Ahsa",25.2853055,49.485189,1,1
OEBA,"Al Baha",20.296126,41.634283,1,1
OEBH,"Bisha",19.984139,42.6228455,1,1
OEDF,"King Fahd Intl",26.43118100,049.76913830,2,4
OEDR,"King Abdulaziz Ab",26.2625655,50.15306325,2,4
OEGN,"King Abdullah Bin Abdulaziz",16.9010805,42.585782,1,1
OEGS,"Gassim",26.3028235,43.773911,1,1
OEHL,"Hail",27.437917,41.6862915,1,1
OEJB,"Jubail",27.0390335,49.4050805,1,1
OEJN,"Jeddah King Abdulaziz Intl",21.67442700,039.14891300,3,6
OEKK,"King Khaled Military City",27.900903,45.5281945,1,1
OEKM,"King Khaled Ab",18.29722225,42.80348525,2,1
OEMA,"Prince Mohammad Bin Abdulaziz",24.55265775,39.70535975,2,3
OEPS,"Prince Sultan Ab",24.0627,47.5805345,1,2
OERK,"Riyadh King Khaled Intl",24.95719500,046.69745200,2,4
OERM,"Ras Mishab",28.0795835,48.610972,1,1
OERT,"Ras Tanura",26.723107,50.0308125,1,1
OERY,"Riyadh Ab",24.7193125,46.72043825,2,1
OESH,"Sharurah",17.466875,47.121429,1,1
OESK,"Al Jouf",29.785132,40.1000045,1,1
OETB,"Tabuk",28.37367725,36.6204565,2,1
OETN,"Ras Tanajib",27.8678445,48.7691485,1,1
OEWD,"Wadi Al Dawasir",20.504275,45.1995545,1,1
OEWJ,"Wejh",26.198554,36.4761045,1,1
OEYN,"Yenbo",24.1442345,38.063389,1,1
OIAW,"Ahwaz",31.3374305,48.761949,1,1
OICC,"Shahid Ashrafi Esfahani",34.3458515,47.158132,1,1
OIFM,"Esfahan Shahid Beheshti Intl",32.74602130,051.87280270,2,1
OIGG,"Rasht",37.325546,49.605571,1,1
OIIE,"Imam Khomeini Intl",35.4183785,51.14386525,2,1
OIII,"Teheran Mehrabad Intl",35.69555400,051.31388600,3,1
OIKB,"Bandar Abbass Intl",27.21831575,56.377852,2,1
OIMM,"Mashhad Intl",36.23525775,59.6409755,2,1
OISS,"Shiraz Shahid Dastghaib Intl",29.539241,52.589784,2,1
OITL,"Ardabil",38.3256775,48.4243525,1,1
OITR,"Uromiyeh",37.6681205,45.0687055,1,1
OITT,"Tabriz Intl",38.13078310,046.24367900,2,1
OJAI,"Queen Alia Intl",31.72330975,35.99404575,2,3
OJAM,"Marka Intl",31.972703,35.9915725,1,1
OJAQ,"Aqaba King Hussein Intl",29.61382100,035.02187730,1,1
OJJR,"Jerusalem",31.8665635,35.217629,1,1
OKAS,"Ali Al Salem Ab",29.34674,47.5207515,2,2
OKBK,"Kuwait Intl",29.23497580,047.97438810,2,4
OLBA,"Beyrouth Rafic Hariri Intl",33.82891800,035.49400700,3,3
OMAA,"Abu Dhabi Intl",24.42416570,054.65343860,1,2
OMDB,"Dubai Intl",25.2549125,55.36426025,2,3
OMFJ,"Fujairah Intl",25.1121165,56.324217,1,1
OMSJ,"Sharjah Intl",25.3285865,55.517218,1,1
OOMA,"Masirah",20.673579,58.891754,2,1
OOMS,"Seeb Intl",23.58912850,058.28822710,2,2
OOSA,"Salalah",17.03661575,54.096616,2,1
OOTH,"Thumrait",17.665986,54.024611,1,1
OPFA,"Faisalabad Intl",31.3652765,72.99555,1,1
OPJA,"Shahbaz Ab",28.2842625,68.45048325,2,1
OPKC,"Karachi Jinnah Intl",24.89909200,067.16767200,2,1
OPLA,"Allama Iqbal Intl",31.52156175,74.403591,2,1
OPRN,"Chaklala",33.616768,73.0988125,1,1
ORBD,"Balad Southeast",33.94018725,44.36154175,2,1
ORMM,"Basrah Intl",30.5488335,47.6624165,1,2
ORSU,"Sulaymaniyah Intl",35.5608555,45.314664,1,1
OSAP,"Aleppo Intl",36.180675,37.224357,1,1
OSDI,"Damascus Intl",33.41063475,36.5142645,2,1
OSLK,"Bassel Al Assad Intl",35.401282,35.9484435,1,1
OTBD,"Doha Intl",25.2610555,51.5649985,1,1
OTBH,"Al Udeid Ab",25.1173155,51.314989,1,1
OYAA,"Aden Intl",12.82765300,045.03710700,1,2
OYSN,"Sanaa Intl",15.47723300,044.22409800,1,1
PABE,"Bethel",60.78148901,-161.84181432,5,1
PABR,"Wiley Post Will Rogers Mem",71.28791600,-156.77995400,1,2
PABT,"Bettles",66.91394,-151.5290415,1,1
PACD,"Cold Bay",55.20335900,-162.72088800,2,1
PACV,"Cordova-smith",60.4906935,-145.477301,2,1
PADK,"Adak",51.87797635,-176.645741605,2,1
PADL,"Dillingham",59.0446735,-158.5055125,1,1
PADQ,"Kodiak",57.7496323333333,-152.492882,3,1
PAED,"Elmendorf Afb",61.2514105,-149.804879,2,1
PAEI,"Eielson Afb",64.665665,-147.101511,1,2
PAEN,"Kenai Muni",60.57464575,-151.24148475,2,1
PAFA,"Fairbanks Intl",64.81154630,-147.84844970,3,2
PAGA,"Edward G Pitka Sr",64.736314,-156.937839,2,1
PAHO,"Homer",59.64578820,-151.48911620,1,1
PAJN,"Juneau Intl",58.35883300,-134.57675200,1,1
PAKN,"King Salmon",58.677088,-156.64992025,2,1
PAKT,"Ketchikan Intl",55.3555445,-131.7137365,1,1
PAKU,"Ugnu-kuparuk",70.33081861,-149.59755473,1,1
PAMC,"Mc Grath",62.9547915,-155.60657325,2,1
PANC,"Ted Stevens Anchorage Intl",61.17665300,-149.98243500,3,3
PANI,"Aniak",61.581597,-159.5430445,1,1
PAOM,"Nome",64.51214606,-165.43319729,2,1
PAOT,"Kotzebue Ralph Wein Mem",66.89286497,-162.60323791,3,1
PAPB,"St George",56.577351,-169.6637365,1,1
PAPG,"Petersburg James A Johnson",56.801651,-132.9452885,1,1
PASC,"Deadhorse",70.194754,-148.46516216,1,1
PASI,"Sitka Rocky Gutierrez",57.047128,-135.3615975,1,1
PASM,"St Marys",62.05672414,-163.29740332,2,1
PASN,"St Paul Island",57.1673195,-170.220444,1,1
PASY,"Eareckson As",52.712221,174.113618,1,1
PAVD,"Valdez Pioneer Fld",61.13185900,-146.25451700,1,1
PAWG,"Wrangell",56.4843235,-132.369832,1,1
PAYA,"Yakutat",59.503248,-139.66125,2,1
PGSN,"Francisco C Ada Saipan Intl",15.12352937,145.72870835,1,1
PGUA,"Andersen Afb",13.583952,144.93002575,2,1
PGUM,"Guam Intl",13.47843300,144.79640200,2,2
PHKO,"Kona Intl At Keahole",19.73408086,-156.04150651,1,1
PHLI,"Lihue - Kauai",21.98271347,-159.34217240,2,1
PHNL,"Honolulu Intl",21.31745400,-157.91603000,4,3
PHNY,"Lanai",20.79035273,-156.94967577,1,1
PHOG,"Kahului",20.89630890,-156.42768860,2,1
PHTO,"Hilo Intl",19.71616243,-155.04756982,2,1
RCBS,"Shang Yi",24.427896,118.3589155,1,1
RCFN,"Fengnin",22.754872,121.10165,1,1
RCKH,"Kaohsiung Intl",22.577093,120.350006,1,2
RCKU,"Chiayi",23.46178475,120.3928195,2,2
RCMQ,"Ching Chuan Kang Ab",24.26496,120.6208045,1,2
RCNN,"Tainan",22.950403,120.2057915,2,1
RCPO,"Hsinchu",24.8180335,120.939396,1,1
RCQC,"Magong",23.5686695,119.6283125,1,1
RCSQ,"Pingtung North",22.699986,120.4822905,1,1
RCSS,"Sungshan",25.06580800,121.55378100,1,2
RCTP,"Taiwan Taoyuan International",25.07875400,121.23395500,2,4
RCYU,"Hualien",24.02709925,121.61644,2,2
RJAA,"Narita Intl",35.76442340,140.38739010,2,4
RJAH,"Hyakuri",36.1810695,140.415431,1,1
RJBB,"Kansai Intl",34.43361925,135.2335985,2,2
RJBE,"Kobe",34.63686700,135.22676900,1,1
RJBH,"Hiroshimanishi",34.3667595,132.413897,1,1
RJBT,"Tajima",35.512853,134.786996,1,1
RJCB,"Obihiro",42.7336015,143.2174265,1,1
RJCC,"New Chitose",42.77520625,141.69228325,2,3
RJCH,"Hakodate",41.770161,140.8220295,1,1
RJCJ,"Chitose",42.7958645,141.66644875,2,1
RJCK,"Kushiro",43.0409695,144.192986,1,1
RJCM,"Memanbetsu",43.8806055,144.164053,1,1
RJCN,"Nakashibetsu",43.5774265,144.9597915,1,1
RJCW,"Wakkanai",45.404111,141.800926,1,1
RJDC,"Yamaguchi Ube",33.9299125,131.278765,1,1
RJEB,"Monbetsu",44.3039125,143.4040265,1,1
RJEC,"Asahikawa",43.67199037,142.45317138,1,1
RJFE,"Fukue",32.666271,128.83281,1,1
RJFF,"Fukuoka",33.59378606,130.44986323,1,2
RJFG,"New Tanegashima",30.60509,130.991605,1,1
RJFK,"Kagoshima",31.8034,130.7194055,1,1
RJFM,"Miyazaki",31.8771275,131.448447,1,1
RJFN,"Nyutabaru",32.083803,131.4517585,1,1
RJFO,"Oita",33.479503,131.737125,1,1
RJFR,"New Kitakyushu",33.8459405,131.034689,1,1
RJFS,"Saga",33.15343335,130.30197045,1,1
RJFT,"Kumamoto",32.837318,130.8550515,1,1
RJFU,"Nagasaki",32.92250475,129.923457,2,1
RJFY,"Kanoya",31.367684,130.837545,2,1
RJGG,"Chubu Centrair Intl",34.858414,136.8054085,1,2
RJKA,"Amami",28.4306345,129.712543,1,1
RJKN,"Tokunoshima",27.836382,128.8812525,1,1
RJNA,"Nagoya",35.255493,136.9243885,1,1
RJNK,"Komatsu",36.39425025,136.4068555,2,1
RJNO,"Oki",36.1795125,133.3228125,1,1
RJNT,"Toyama",36.6484235,137.1874125,1,1
RJNW,"Noto",37.293129,136.961946,1,1
RJOA,"Hiroshima",34.436025,132.9194445,1,1
RJOB,"Okayama",34.7569375,133.8554345,1,1
RJOC,"Izumo",35.413701,132.889982,1,1
RJOH,"Miho",35.4914665,133.2357195,1,1
RJOK,"Kochi",33.5460235,133.669396,1,1
RJOO,"Osaka Intl",34.79288100,135.43914790,2,1
RJOS,"Tokushima",34.1328085,134.606639,1,1
RJOT,"Takamatsu",34.214053,134.015772,1,1
RJSA,"Aomori",40.733272,140.6885945,1,1
RJSC,"Yamagata",38.4118955,140.3713305,1,1
RJSF,"Fukushima",37.22792400,140.43191700,1,1
RJSH,"Hachinohe",40.555713,141.4671045,3,1
RJSI,"Hanamaki",39.428725,141.135379,1,1
RJSK,"Akita",39.6156445,140.2186655,1,1
RJSM,"Misawa Ab",40.7032195,141.3683625,1,1
RJSN,"Niigata",37.95480325,139.11422825,2,1
RJSS,"Sendai",38.13873375,140.918248,2,1
RJSY,"Shonai",38.812367,139.787185,1,2
RJTA,"Atsugi Naf",35.4546165,139.4501545,1,1
RJTL,"Shimofusa",35.7989445,140.0122085,1,1
RJTO,"Rjto-oshima",34.78290460,139.36352031,1,1
RJTT,"Tokyo Haneda Intl",35.55338859,139.78247372,4,4
RJTY,"Yokota Ab",35.748493,139.348482,1,2
RKJJ,"Gwangju",35.12617225,126.80913675,2,1
RKJK,"Kunsan Ab",35.9037555,126.6158935,1,1
RKNN,"Gangneung",37.7535595,128.9436265,1,1
RKNY,"Yangyang Intl",38.06131,128.669161,1,1
RKPC,"Jeju Intl",33.50897975,126.48939725,2,2
RKPD,"Jeongseok",33.39591925,126.712089,2,1
RKPK,"Gimhae Intl",35.180657,128.9379815,2,2
RKPS,"Sacheon Ab",35.08872525,128.07090825,2,2
RKPU,"Ulsan",35.5934835,129.351739,1,1
RKSG,"A 511",36.9622125,127.0310705,1,1
RKSI,"Incheon Intl",37.44562800,126.45324300,2,4
RKSM,"Seoul Ab",37.44597925,127.1145415,2,1
RKSO,"Osan Ab",37.0906165,127.029593,1,1
RKSS,"Seoul Gimpo",37.56339260,126.79906460,2,4
RKSW,"Suwon",37.2354461666667,127.012826,3,1
RKTH,"Pohang",35.987857,129.4204875,1,1
RKTI,"Jungwon Ab",37.02999725,127.88526525,2,1
RKTN,"Daegu Ab",35.89414025,128.659054,2,2
RKTP,"Seosan Ab",36.70475325,126.4860625,2,1
RKTU,"Cheongju Intl",36.7165645,127.49916525,2,1
RKTY,"Yecheon",36.6319335,128.354832,1,1
ROAH,"Naha",26.1958155,127.645868,1,1
RODN,"Kadena Ab",26.35561025,127.76763375,2,2
ROMY,"Miyako",24.77994604,125.29802522,1,1
RORS,"Shimojijima",24.82641884,125.14915695,1,2
RPLB,"Subic Bay Intl",14.7944485,120.2713655,1,2
RPLC,"Clark Intl",15.185989,120.56032325,2,2
RPLL,"Ninoy Aquino International Airport",14.50995651,121.01173896,2,2
RPMD,"Francisco Bangoy Intl",7.1255235,125.645779,1,2
RPMR,"Tambler",6.0581235,125.096199,1,1
RPMZ,"Zamboanga Intl",6.9224205,122.059635,1,1
RPVB,"Bacolod",10.64564400,122.93378000,1,1
RPVM,"Mactan Cebu Intl",10.307564,123.9794385,1,2
SAAP,"General Urquiza",-31.794778,-60.480347,1,1
SAAR,"Rosario (islas Malvinas)",-32.91722044,-060.78043955,1,1
SAAV,"Sauce Viejo",-31.711653,-60.811597,1,1
SABE,"Aeroparque Jorge Newbery",-34.55627177,-058.41599448,1,1
SACO,"Ambrosio L V Taravella",-31.31349875,-64.2041235,2,1
SADP,"El Palomar",-34.6095225666667,-58.60568503,1,1
SAEZ,"Ministro Pistarini (ezeiza)",-34.81310000,-058.54008300,2,2
SAME,"El Plumerillo",-32.83354399,-68.796002545,1,1
SANL,"Capitan V. Almandos Almonacid",-29.38554585,-066.79465283,1,1
SANT,"Teniente Benjamin Matienzo",-26.8408,-65.10460056,1,1
SAOC,"Rio Cuarto Area De Material",-33.0923105,-64.26511375,2,1
SAOR,"Villa Reynolds",-33.72851325,-65.37692625,2,1
SARC,"Corrientes",-27.445503,-58.7618625,1,1
SARE,"Resistencia",-27.449986,-59.056125,1,1
SARF,"Formosa",-26.212722,-58.2281115,1,1
SARI,"Cataratas Del Iguazu",-25.7372795,-54.4734445,1,1
SARP,"Posadas",-27.3858375,-55.9707265,1,1
SASA,"Salta",-24.85553175,-65.48361575,2,1
SASJ,"Jujuy",-24.3927365,-65.097833,1,1
SAVC,"Comodoro Rivadavia",-45.785349,-67.465561,1,1
SAVE,"Esquel",-42.90794725,-71.13947,2,1
SAWE,"Rio Grande",-53.777667,-67.749389,1,1
SAWG,"Rio Gallegos",-51.6088735,-69.312636,1,1
SAWH,"Ushuaia_intl_islas Malvinas",-54.83983863,-068.30453232,1,1
SAZB,"Comandante Espora",-38.7255025,-62.168801,3,1
SAZM,"Mar Del Plata Brig Gen D Bartolome",-37.93394800,-057.58221700,1,1
SAZN,"Presidente Peron",-38.949,-68.1557125,1,1
SAZR,"Santa Rosa",-36.5883205,-64.2756945,1,1
SAZS,"San Carlos De Bariloche",-41.151172,-71.1575415,1,1
SAZT,"Tandil",-37.234278,-59.228639,1,1
SBAF,"Campo Delio Jardim De Mattos",-22.875083,-43.384709,1,1
SBBE,"Val De Caes Intl",-01.38836300,-048.48056400,2,1
SBBR,"Brasilia Presidente Juscelino Kubitsch",-15.86894400,-047.92229600,2,2
SBBV,"Boa Vista Intl",02.84093200,-060.69185500,1,1
SBCF,"Tancredo Neves",-19.62443900,-043.97363700,1,1
SBCG,"Campo Grande",-20.45686300,-054.66665300,1,1
SBCT,"Afonso Pena",-25.53151500,-049.17631900,2,1
SBCY,"Marechal Rondon",-15.65282200,-056.11943800,1,1
SBEG,"Eduardo Gomes",-03.03324400,-060.04072200,1,1
SBFI,"Foz Do Iguacu",-25.60017099,-054.48516014,1,1
SBFL,"Hercillo Luz",-27.66478200,-048.54610800,2,1
SBFZ,"Pinto Martins",-03.77134800,-038.53468700,1,1
SBGL,"Galeao Antonio Carlos Jombim",-22.81197000,-043.24846800,2,3
SBGR,"Sao Paulo - Guarulhos",-23.42563417,-046.47800395,2,4
SBKP,"Sao Paulo Viracopos",-23.00748800,-047.14446600,1,1
SBMN,"Ponta Pelada",-3.146042,-59.9863015,1,1
SBMO,"Zumbi Dos Palmares",-09.51080000,-035.80124700,1,1
SBNT,"Augusto Severo",-05.91135700,-035.25529500,3,1
SBPA,"Salgado Filho",-29.98907124,-051.17856093,1,1
SBPV,"Governador Jorge Teixeira De Oliveira",-08.71147000,-063.90266000,1,1
SBRB,"Presidente Medici",-09.86824700,-067.89503500,1,1
SBRF,"Recife Intl",-08.13535800,-034.92364100,2,1
SBRJ,"Santos-dumont",-22.90957400,-043.16698600,2,1
SBSJ,"Sao Jose Dos Campos",-23.22427600,-045.86290400,1,1
SBSN,"Santarem",-02.42322100,-054.78541900,1,1
SBSP,"Sao Paulo Congonhas",-23.63079200,-046.65851000,2,2
SBSV,"Salvador Bahia Deputado Luis Eduardo M",-12.91688800,-038.33374700,2,1
SBYS,"Campo Fontenelle",-21.9845635,-47.3369013333333,3,1
SCAT,"Desierto De Atacama",-27.2612455,-70.7792205,1,1
SCCI,"Carlos Ibanez Del Campo Intl",-53.00329149,-070.84175502,3,1
SCDA,"Diego Aracena Intl",-20.53522777,-70.18127917,1,1
SCEL,"Arturo Merino Benitez Intl",-33.39232300,-070.79366400,2,2
SCIE,"Carriel Sur Intl",-36.77164800,-073.06310300,1,1
SCIP,"Mataveri Intl",-27.16379200,-109.42182900,1,1
SCPQ,"Mocopulli",-42.34689418,-073.72034033,1,1
SCSN,"Santo Domingo",-33.65491532,-071.61410822,1,1
SCTE,"El Tepual",-41.43585629,-073.09806690,1,2
SCVM,"Vina Del Mar",-32.94813200,-071.48158300,1,1
SECU,"Mariscal Lamar",-02.89032495,-078.98776261,1,1
SEGS,"Galapagos - Baltra",-00.44624100,-090.26963800,1,1
SEGU,"Guayauqiil - Simon Bolivar Intl",-2.157419,-79.8835585,1,1
SELT,"Cotopaxi Intl",-0.9068335,-78.615757,1,1
SEMT,"Eloy Alfaro Intl",-0.946078,-80.678807,1,1
SEQM,"Quito - Mariscal Sucre Intl",-00.12703847,-078.35950469,1,2
SESA,"General Ulpiano Paez",-2.206341,-80.98620875,2,1
SGAS,"Silvio Pettirossi Intl",-25.23985,-57.519135,1,1
SGES,"Guarani Intl",-25.4554985,-54.843593,1,1
SKAP,"Gomez Nino Apiay Ab",4.076071,-73.5627305,1,1
SKBG,"Palonegro",07.12791059,-073.18249097,1,1
SKBO,"Bogota - El Dorado Intl",04.69892900,-074.14286000,2,2
SKBQ,"Ernesto Cortissoz",10.89059000,-074.78081500,1,1
SKCC,"Camilo Daza",7.9288125,-72.51292025,2,1
SKCL,"Alfonso Bonilla Aragon Intl",3.543221,-76.3815875,1,1
SKLM,"La Mina",11.2325235,-72.4901405,1,1
SKLT,"Alfredo Vasquez Cobo",-4.1931665,-69.942682,1,1
SKPS,"Pasto - Antonio Narino",1.3962455,-77.2914775,1,1
SKRG,"Jose Maria Cordova",6.16728470333333,-75.4249882166667,1,1
SLCB,"Jorge Wilsterman",-17.42039025,-66.1771655,2,1
SLLP,"La Paz",-16.50833100,-068.17757300,2,1
SLVR,"Viru Viru Intl",-17.6447555,-63.1353625,1,1
SMJP,"Paramaribo Johan A Pengel Intl",05.45714430,-055.20040890,1,1
SPHI,"Capt Jose A Quinones Gonzales Intl",-6.787475,-79.828097,1,1
SPIM,"Jorge Chavez Intl",-12.021889,-77.114321,1,1
SPQT,"Coronel Francisco Secada Vignetta Intl",-3.784739,-73.3088055,1,1
SPQU,"Rodriguez Ballon",-16.340578,-71.5708025,1,1
SPRU,"Capitan Carlos Martinez De Pinillos",-8.0814115,-79.1087625,1,1
SPTN,"Coronel Carlos Ciriani Santa Rosa Intl",-18.0532865,-70.275821,1,1
SPTU,"Padre Aldamiz",-12.613103,-69.228182,1,1
SUDU,"Santa Bernardina Intl",-33.35956575,-56.50141025,2,1
SUMU,"Montevideo Carrasco Intl",-34.84123600,-056.02592300,3,2
SVBC,"General Jose Antonio Anzoategui Intl",10.10975975,-64.6905445,2,1
SVCS,"Oscar Machado Zuloaga",10.286589,-66.8162195,1,1
SVMG,"Del Caribe Intl Gen Santiago Marino",10.91293925,-63.9675145,2,1
SVMI,"Caracas Simon Bolivar Intl",10.59685200,-067.00386100,2,1
SYCJ,"Cheddi Jagan Intl",6.49887425,-58.25455,2,1
TBPB,"Barbados/grantley Adams Intl",13.07864340,-059.49009818,1,1
TFFF,"Martinique/aime Cesaire Intl",14.59423014,-061.00298546,1,1
TFFR,"Pointe A Pitre Le Raizet",16.26227200,-061.52640900,1,1
TIST,"St Thomas - Cyril E King",18.33903915,-064.97474302,1,1
TISX,"St Croix - Henry E Rohlsen",17.69887868,-064.80417572,1,1
TJSJ,"San Juan - Luis Munoz Marin Intl",18.43904346,-066.00393882,2,2
TNCA,"Reina Beatrix Intl",12.501389,-70.0152205,1,1
TNCC,"Curacao Hato",12.18714600,-068.96829700,1,1
TTCP,"Tobago/crown Point Intl",11.15201252,-060.83198725,1,1
TTPP,"Trinidad/piarco Intl",10.59170347,-061.34354151,1,1
TXKF,"Bermuda Intl",32.36667300,-064.67894700,1,1
UAAA,"Almaty Intl",43.34831293,077.03926752,2,2
UACC,"Astana Intl",51.02179869,071.45310559,1,2
UAFM,"Manas",43.0613015,74.477556,1,1
UAFO,"Osh",40.6083335,72.794167,1,1
UAII,"Shymkent",42.364236,69.4791155,1,2
UAKD,"Zhezkazgan",47.7087555,67.7391985,1,1
UAKK,"Karaganda",49.6708205,73.3345445,1,2
UARR,"Uralsk",51.1508805,51.5414585,1,1
UASK,"Ust Kamenogorsk",50.0341535,82.49941225,2,2
UASS,"Semipalatinsk",50.35037575,80.233836,2,1
UATE,"Aktau",43.85764472,051.08607708,2,2
UATG,"Atyrau",47.121939,51.821307,1,2
UATT,"Aktyubinsk",50.245624,57.2071155,1,2
UAUU,"Kostanay",53.206667,63.550833,1,2
UBBB,"Heydar Aliyev",40.46054460,050.05084990,2,4
UDYZ,"Zvartnots",40.147271,44.3958805,1,1
UEEE,"Yakutsk",62.09236040,129.76125023,2,1
UELL,"Chulman",56.90552632,124.90083168,2,1
UERL,"Lensk",60.72219542,114.83199078,2,1
UERP,"Poliarny",66.39933271,112.03912971,1,1
UERR,"Mirny",62.53260608,114.02618900,1,1
UGSB,"Batumi",41.60966,41.600318,1,1
UGTB,"Tbilisi",41.6685815,44.95364375,2,2
UHBB,"Ignatyevo",50.4253945,127.412489,1,1
UHHH,"Novy",48.528043,135.188359,2,2
UHMM,"Magadan Sokol",59.91442600,150.72958100,1,1
UHMP,"Pevek",69.7832835,170.5970015,1,1
UHPP,"Yelizovo",53.16249700,158.44992034,2,1
UHWW,"Knevichi",43.383916375,132.147375,4,1
UIAA,"Kadala",52.02111166,113.30473729,2,1
UIBB,"Bratsk",56.370157255,101.70294936,2,1
UIII,"Irkutsk",52.27159711,104.35875644,1,2
UITT,"Ust-kut",56.85788554,105.71604142,1,1
UIUU,"Mukhino",51.80500143,107.44233608,3,1
UK59,"Chuhuiv",49.8390032542857,36.6463283257143,1,1
UK60,"Kharkiv North",50.02591083,36.26950036,1,1
UKBB,"Boryspil",50.34073158,030.89714579,2,4
UKCC,"Donetsk Intl",48.06997858,37.7479976633333,1,2
UKCW,"Luhansk Intl",48.4173805,39.3741265,1,2
UKDD,"Dnipropetrovsk Intl",48.36889700,035.09578700,1,2
UKDE,"Zaporizhzhia Intl",47.8670045,35.315693,1,2
UKDR,"Lozuvatka Intl",48.043333,33.21,1,2
UKFF,"Simferopol",45.02036530,033.99651028,2,2
UKHH,"Osnova Intl",49.9244088375,36.289047675,2,2
UKKE,"Cherkasy Intl",49.4155665,31.995282,1,1
UKKK,"Zhuliany Intl",50.4016935,30.4496975,1,2
UKKM,"Antonov Intl",50.603496,30.191932,1,2
UKLI,"Ivano Frankivsk Intl",48.884167,24.6866665,1,2
UKLL,"Lviv Intl",49.8126385,23.956111,1,2
UKLN,"Chernivtsi Intl",48.2593225,25.9808305,1,2
UKLR,"Rivne Intl",50.6039845,26.15171325,2,1
UKON,"Mykolaiv Intl",47.05920625,31.92138,2,2
UKOO,"Odesa Intl",46.4323371666667,30.6714208333333,3,2
ULAA,"Talagi",64.600275,40.7166655,1,2
ULLI,"Saint Petersburg Pulkovo",59.79999900,030.26568700,2,4
ULMM,"Murmansk",68.78703700,032.75249300,1,2
UMBB,"Brest",52.11114339,023.89995051,1,1
UMGG,"Gomel",52.52338364,031.01610615,1,2
UMII,"Vitebsk",55.126497,30.3496415,1,1
UMKK,"Khrabrovo",54.890049,20.592635,1,1
UMMG,"Grodno",53.60482260,024.04693162,2,1
UMMM,"Minsk 1",53.864471,27.539682,1,1
UMMS,"Minsk Velikiydvor",53.88945242,028.03294794,1,2
UMOO,"Mogilev",53.95905180,030.09753090,1,1
UNAA,"Abakan",53.7434346666667,91.385782,3,2
UNBB,"Barnaul",53.3637735,83.5385335,1,2
UNCC,"Novosibirsk Severny",55.08241300,082.91230800,4,1
UNNT,"Novosibirsk Tolmachevo",55.00732400,082.66284200,2,2
UNOO,"Omsk_tsentralnyi",54.962298935,73.31848995375,3,2
UOHH,"Khatanga",71.9780595,102.4905125,1,1
UOII,"Igarka",67.44075290,086.62257354,1,1
UOOO,"Alykel",69.32414824,087.34152095,1,2
URML,"Uytash",42.816582,47.65193,2,2
URMN,"Nalchik",43.512854,43.636583,1,1
URMT,"Shpakovskoye",45.109257,42.1128265,1,2
URRR,"Rostov Na Donu",47.25768700,039.80828300,3,2
URSS,"Sochi",43.44883300,039.94136000,2,2
URWW,"Gumrak",48.7806301666667,44.3526963333333,3,2
USCC,"Balandino",55.305843,61.5033195,1,2
USDD,"Salekhard",66.5907525,66.6110415,1,2
USHH,"Khanty Mansiysk",61.028482,69.0860665,1,2
USPP,"Bolshoye Savino",57.914517,56.021214,1,1
USRK,"Kogalym",62.190417,74.5338025,1,2
USSS,"Koltsovo",56.74310775,60.802727,2,3
USTR,"Roschino",57.18226432,065.34782588,3,2
UTAA,"Ashgabat",37.9828668333333,58.3631125,3,2
UTSB,"Bukhara",39.775,64.4833335,1,1
UTSS,"Samarkand",39.7005465,66.983829,1,1
UTST,"Termez",37.2866665,67.3091665,1,1
UTTT,"Yuzhny",41.26169000,069.26932400,2,3
UUBP,"Bryansk",53.214193,34.176447,1,1
UUDD,"Moscou Domodedovo",55.41341600,037.90064400,3,2
UUDL,"Tunoshna",57.560668,40.1573665,1,1
UUEE,"Moscou Sheremetyevo",55.96768200,037.41965100,2,4
UUMO,"Ostafievo",55.50316216,037.50886136,1,1
UUOB,"Belgorod",50.64423325,36.5899925,2,1
UUOO,"Chertovitskoye",51.814211,39.2295875,1,2
UUWW,"Vnukovo",55.5960605,37.267664,2,4
UUYY,"Syktyvkar",61.647049,50.84505,1,2
UWGG,"Strigino",56.21889880,043.78562550,4,2
UWKE,"Begishevo",55.563755,52.08979125,2,1
UWKS,"Cheboksary",56.0902685,47.3472515,1,2
